Time,Susceptible,Infected,Recovered,Dead
0,299,1,0,0
1,299,1,0,0
2,299,1,0,0
3,299,1,0,0
4,299,1,0,0
5,299,1,0,0
6,299,1,0,0
7,299,1,0,0
8,299,1,0,0
9,299,1,0,0
10,299,1,0,0
11,299,1,0,0
12,299,1,0,0
13,299,1,0,0
14,299,1,0,0
15,299,1,0,0
16,299,1,0,0
17,299,1,0,0
18,299,1,0,0
19,299,1,0,0
20,299,1,0,0
21,299,1,0,0
22,299,1,0,0
23,299,1,0,0
24,299,1,0,0
25,299,1,0,0
26,299,1,0,0
27,299,1,0,0
28,299,1,0,0
29,299,1,0,0
30,299,1,0,0
31,299,1,0,0
32,299,1,0,0
33,299,1,0,0
34,299,1,0,0
35,299,1,0,0
36,299,1,0,0
37,299,1,0,0
38,299,1,0,0
39,299,1,0,0
40,299,1,0,0
41,299,1,0,0
42,299,1,0,0
43,299,1,0,0
44,299,1,0,0
45,299,1,0,0
46,299,1,0,0
47,299,1,0,0
48,299,1,0,0
49,299,1,0,0
50,299,1,0,0
51,299,1,0,0
52,299,1,0,0
53,299,1,0,0
54,299,1,0,0
55,299,1,0,0
56,299,1,0,0
57,299,1,0,0
58,299,1,0,0
59,299,1,0,0
60,299,1,0,0
61,299,1,0,0
62,299,1,0,0
63,299,1,0,0
64,299,1,0,0
65,299,1,0,0
66,299,1,0,0
67,299,1,0,0
68,299,1,0,0
69,299,1,0,0
70,299,1,0,0
71,298,2,0,0
72,298,2,0,0
73,298,2,0,0
74,298,2,0,0
75,298,2,0,0
76,298,2,0,0
77,298,2,0,0
78,298,2,0,0
79,298,2,0,0
80,298,2,0,0
81,298,2,0,0
82,298,2,0,0
83,298,2,0,0
84,298,2,0,0
85,298,2,0,0
86,298,2,0,0
87,298,2,0,0
88,298,2,0,0
89,298,2,0,0
90,298,2,0,0
91,298,2,0,0
92,298,2,0,0
93,298,2,0,0
94,298,2,0,0
95,298,2,0,0
96,298,2,0,0
97,298,2,0,0
98,298,2,0,0
99,298,2,0,0
100,298,2,0,0
101,298,2,0,0
102,298,2,0,0
103,298,2,0,0
104,298,2,0,0
105,298,2,0,0
106,297,3,0,0
107,297,3,0,0
108,297,3,0,0
109,297,3,0,0
110,297,3,0,0
111,297,3,0,0
112,297,3,0,0
113,297,3,0,0
114,297,3,0,0
115,297,3,0,0
116,297,3,0,0
117,297,3,0,0
118,297,3,0,0
119,297,3,0,0
120,297,3,0,0
121,297,3,0,0
122,297,3,0,0
123,297,3,0,0
124,297,3,0,0
125,297,3,0,0
126,297,3,0,0
127,297,3,0,0
128,297,3,0,0
129,297,3,0,0
130,297,3,0,0
131,297,3,0,0
132,297,3,0,0
133,296,4,0,0
134,296,4,0,0
135,296,4,0,0
136,296,4,0,0
137,296,4,0,0
138,295,5,0,0
139,295,5,0,0
140,295,5,0,0
141,294,6,0,0
142,293,7,0,0
143,293,7,0,0
144,293,7,0,0
145,293,7,0,0
146,293,7,0,0
147,293,7,0,0
148,293,7,0,0
149,293,7,0,0
150,293,7,0,0
151,293,7,0,0
152,293,7,0,0
153,293,7,0,0
154,293,7,0,0
155,293,7,0,0
156,293,7,0,0
157,293,7,0,0
158,293,7,0,0
159,293,7,0,0
160,293,7,0,0
161,293,7,0,0
162,293,7,0,0
163,293,7,0,0
164,293,7,0,0
165,293,7,0,0
166,293,7,0,0
167,293,7,0,0
168,293,7,0,0
169,293,7,0,0
170,293,7,0,0
171,293,7,0,0
172,293,7,0,0
173,293,7,0,0
174,293,7,0,0
175,293,7,0,0
176,293,7,0,0
177,293,7,0,0
178,293,7,0,0
179,293,7,0,0
180,293,7,0,0
181,293,7,0,0
182,293,7,0,0
183,293,7,0,0
184,293,7,0,0
185,293,7,0,0
186,293,7,0,0
187,293,7,0,0
188,293,7,0,0
189,293,7,0,0
190,293,7,0,0
191,293,7,0,0
192,293,7,0,0
193,293,7,0,0
194,293,7,0,0
195,292,8,0,0
196,292,8,0,0
197,292,8,0,0
198,292,8,0,0
199,292,8,0,0
200,292,8,0,0
201,292,8,0,0
202,292,8,0,0
203,292,8,0,0
204,292,8,0,0
205,292,8,0,0
206,292,8,0,0
207,292,8,0,0
208,292,8,0,0
209,292,8,0,0
210,292,8,0,0
211,292,8,0,0
212,292,8,0,0
213,292,8,0,0
214,292,8,0,0
215,292,8,0,0
216,292,8,0,0
217,292,8,0,0
218,292,8,0,0
219,292,8,0,0
220,292,8,0,0
221,292,8,0,0
222,292,8,0,0
223,291,9,0,0
224,291,9,0,0
225,291,9,0,0
226,291,9,0,0
227,291,9,0,0
228,291,9,0,0
229,291,9,0,0
230,291,9,0,0
231,291,9,0,0
232,291,9,0,0
233,291,9,0,0
234,291,9,0,0
235,291,9,0,0
236,291,9,0,0
237,291,9,0,0
238,291,9,0,0
239,291,9,0,0
240,291,9,0,0
241,291,9,0,0
242,291,9,0,0
243,291,9,0,0
244,291,9,0,0
245,291,9,0,0
246,291,9,0,0
247,291,9,0,0
248,291,9,0,0
249,291,9,0,0
250,291,9,0,0
251,291,9,0,0
252,291,9,0,0
253,291,9,0,0
254,290,10,0,0
255,290,10,0,0
256,290,10,0,0
257,290,10,0,0
258,290,10,0,0
259,289,11,0,0
260,288,12,0,0
261,288,12,0,0
262,288,12,0,0
263,288,12,0,0
264,288,12,0,0
265,288,12,0,0
266,288,12,0,0
267,288,12,0,0
268,287,13,0,0
269,287,13,0,0
270,287,13,0,0
271,287,13,0,0
272,287,13,0,0
273,287,13,0,0
274,287,13,0,0
275,287,13,0,0
276,287,13,0,0
277,287,13,0,0
278,287,13,0,0
279,287,13,0,0
280,287,13,0,0
281,286,14,0,0
282,286,14,0,0
283,286,14,0,0
284,286,14,0,0
285,286,14,0,0
286,286,14,0,0
287,286,14,0,0
288,286,14,0,0
289,286,14,0,0
290,286,14,0,0
291,286,14,0,0
292,286,14,0,0
293,286,14,0,0
294,286,14,0,0
295,286,14,0,0
296,286,14,0,0
297,286,14,0,0
298,286,14,0,0
299,286,14,0,0
300,286,14,0,0
301,286,14,0,0
302,286,14,0,0
303,286,14,0,0
304,286,14,0,0
305,286,14,0,0
306,286,14,0,0
307,286,14,0,0
308,286,14,0,0
309,286,14,0,0
310,286,14,0,0
311,286,14,0,0
312,286,14,0,0
313,286,14,0,0
314,286,14,0,0
315,286,14,0,0
316,286,14,0,0
317,286,14,0,0
318,285,15,0,0
319,285,15,0,0
320,285,15,0,0
321,285,15,0,0
322,285,15,0,0
323,285,15,0,0
324,285,15,0,0
325,285,15,0,0
326,285,15,0,0
327,285,15,0,0
328,285,15,0,0
329,285,15,0,0
330,285,15,0,0
331,285,15,0,0
332,285,15,0,0
333,285,15,0,0
334,285,15,0,0
335,285,15,0,0
336,285,15,0,0
337,285,15,0,0
338,285,15,0,0
339,285,15,0,0
340,285,15,0,0
341,285,15,0,0
342,285,15,0,0
343,285,15,0,0
344,285,15,0,0
345,285,15,0,0
346,285,15,0,0
347,285,15,0,0
348,285,15,0,0
349,285,15,0,0
350,285,15,0,0
351,285,15,0,0
352,285,15,0,0
353,285,15,0,0
354,284,16,0,0
355,284,16,0,0
356,283,17,0,0
357,283,17,0,0
358,283,17,0,0
359,283,17,0,0
360,283,17,0,0
361,283,17,0,0
362,283,17,0,0
363,283,17,0,0
364,283,17,0,0
365,283,17,0,0
366,283,17,0,0
367,283,17,0,0
368,283,17,0,0
369,283,17,0,0
370,283,17,0,0
371,283,17,0,0
372,283,17,0,0
373,283,17,0,0
374,283,17,0,0
375,283,17,0,0
376,283,17,0,0
377,283,17,0,0
378,283,17,0,0
379,283,17,0,0
380,283,17,0,0
381,283,17,0,0
382,283,17,0,0
383,283,17,0,0
384,283,17,0,0
385,283,17,0,0
386,283,17,0,0
387,283,17,0,0
388,283,17,0,0
389,283,17,0,0
390,283,17,0,0
391,283,17,0,0
392,283,17,0,0
393,283,17,0,0
394,283,17,0,0
395,283,17,0,0
396,283,17,0,0
397,283,17,0,0
398,283,17,0,0
399,283,17,0,0
400,283,17,0,0
401,282,18,0,0
402,282,18,0,0
403,282,18,0,0
404,282,18,0,0
405,282,18,0,0
406,282,18,0,0
407,282,18,0,0
408,282,18,0,0
409,282,18,0,0
410,282,18,0,0
411,282,18,0,0
412,282,18,0,0
413,282,18,0,0
414,281,19,0,0
415,281,19,0,0
416,281,19,0,0
417,281,19,0,0
418,280,20,0,0
419,280,20,0,0
420,280,20,0,0
421,280,20,0,0
422,280,20,0,0
423,280,20,0,0
424,280,20,0,0
425,280,20,0,0
426,280,20,0,0
427,279,21,0,0
428,278,22,0,0
429,278,22,0,0
430,278,22,0,0
431,278,22,0,0
432,278,22,0,0
433,278,22,0,0
434,278,22,0,0
435,278,22,0,0
436,278,22,0,0
437,278,22,0,0
438,278,22,0,0
439,278,22,0,0
440,278,22,0,0
441,278,22,0,0
442,278,22,0,0
443,278,22,0,0
444,278,22,0,0
445,278,22,0,0
446,278,22,0,0
447,278,22,0,0
448,278,22,0,0
449,278,22,0,0
450,278,22,0,0
451,278,22,0,0
452,278,22,0,0
453,278,22,0,0
454,278,22,0,0
455,278,22,0,0
456,278,22,0,0
457,278,22,0,0
458,278,22,0,0
459,278,22,0,0
460,278,22,0,0
461,278,22,0,0
462,278,22,0,0
463,278,22,0,0
464,278,22,0,0
465,277,23,0,0
466,277,23,0,0
467,277,23,0,0
468,277,23,0,0
469,277,23,0,0
470,277,23,0,0
471,277,23,0,0
472,277,23,0,0
473,277,23,0,0
474,277,23,0,0
475,277,23,0,0
476,277,23,0,0
477,277,23,0,0
478,277,23,0,0
479,275,25,0,0
480,275,25,0,0
481,275,25,0,0
482,275,25,0,0
483,275,25,0,0
484,275,25,0,0
485,275,25,0,0
486,275,25,0,0
487,275,25,0,0
488,275,25,0,0
489,275,25,0,0
490,275,25,0,0
491,275,25,0,0
492,275,25,0,0
493,275,25,0,0
494,275,25,0,0
495,275,25,0,0
496,275,25,0,0
497,275,25,0,0
498,275,25,0,0
499,275,25,0,0
500,275,25,0,0
501,275,25,0,0
502,275,25,0,0
503,275,25,0,0
504,275,25,0,0
505,275,25,0,0
506,275,25,0,0
507,275,25,0,0
508,275,25,0,0
509,275,25,0,0
510,274,26,0,0
511,274,26,0,0
512,274,26,0,0
513,274,26,0,0
514,274,26,0,0
515,274,26,0,0
516,274,26,0,0
517,274,26,0,0
518,274,26,0,0
519,274,26,0,0
520,274,26,0,0
521,274,26,0,0
522,274,26,0,0
523,274,26,0,0
524,274,26,0,0
525,274,26,0,0
526,274,26,0,0
527,273,27,0,0
528,273,27,0,0
529,273,27,0,0
530,273,27,0,0
531,273,27,0,0
532,272,28,0,0
533,272,28,0,0
534,272,28,0,0
535,272,28,0,0
536,272,28,0,0
537,272,28,0,0
538,272,28,0,0
539,271,29,0,0
540,271,29,0,0
541,271,29,0,0
542,271,29,0,0
543,271,29,0,0
544,271,29,0,0
545,270,30,0,0
546,270,30,0,0
547,270,30,0,0
548,270,30,0,0
549,270,30,0,0
550,269,31,0,0
551,269,31,0,0
552,269,31,0,0
553,269,31,0,0
554,269,31,0,0
555,269,31,0,0
556,269,31,0,0
557,269,31,0,0
558,269,31,0,0
559,269,31,0,0
560,269,31,0,0
561,269,31,0,0
562,268,32,0,0
563,268,32,0,0
564,268,32,0,0
565,268,32,0,0
566,268,32,0,0
567,268,32,0,0
568,268,32,0,0
569,268,32,0,0
570,268,32,0,0
571,268,32,0,0
572,268,32,0,0
573,267,33,0,0
574,267,33,0,0
575,267,33,0,0
576,267,33,0,0
577,267,33,0,0
578,267,33,0,0
579,267,33,0,0
580,267,33,0,0
581,267,33,0,0
582,267,33,0,0
583,267,33,0,0
584,267,33,0,0
585,267,33,0,0
586,267,33,0,0
587,267,33,0,0
588,267,33,0,0
589,267,33,0,0
590,267,33,0,0
591,266,34,0,0
592,266,34,0,0
593,266,34,0,0
594,265,35,0,0
595,265,35,0,0
596,265,35,0,0
597,265,35,0,0
598,265,35,0,0
599,265,35,0,0
600,265,35,0,0
601,264,36,0,0
602,264,36,0,0
603,264,36,0,0
604,264,36,0,0
605,264,36,0,0
606,264,36,0,0
607,264,36,0,0
608,264,36,0,0
609,264,36,0,0
610,264,36,0,0
611,264,36,0,0
612,264,36,0,0
613,264,36,0,0
614,264,36,0,0
615,264,36,0,0
616,264,36,0,0
617,264,36,0,0
618,264,36,0,0
619,264,36,0,0
620,264,36,0,0
621,264,36,0,0
622,264,36,0,0
623,264,36,0,0
624,264,36,0,0
625,264,36,0,0
626,264,36,0,0
627,264,36,0,0
628,264,36,0,0
629,264,36,0,0
630,264,36,0,0
631,264,36,0,0
632,264,36,0,0
633,263,37,0,0
634,263,37,0,0
635,262,38,0,0
636,262,38,0,0
637,262,38,0,0
638,262,38,0,0
639,262,38,0,0
640,261,39,0,0
641,261,39,0,0
642,260,40,0,0
643,260,40,0,0
644,260,40,0,0
645,260,40,0,0
646,259,41,0,0
647,259,41,0,0
648,258,42,0,0
649,258,42,0,0
650,258,42,0,0
651,258,42,0,0
652,258,42,0,0
653,258,42,0,0
654,257,43,0,0
655,257,43,0,0
656,256,44,0,0
657,255,45,0,0
658,255,45,0,0
659,255,45,0,0
660,255,45,0,0
661,255,45,0,0
662,254,46,0,0
663,254,46,0,0
664,254,46,0,0
665,254,46,0,0
666,254,46,0,0
667,254,46,0,0
668,254,46,0,0
669,254,46,0,0
670,254,46,0,0
671,253,47,0,0
672,253,47,0,0
673,252,48,0,0
674,252,48,0,0
675,252,48,0,0
676,252,48,0,0
677,252,48,0,0
678,252,48,0,0
679,252,48,0,0
680,252,48,0,0
681,252,48,0,0
682,252,48,0,0
683,252,48,0,0
684,251,49,0,0
685,250,50,0,0
686,249,51,0,0
687,249,51,0,0
688,249,51,0,0
689,249,51,0,0
690,249,51,0,0
691,249,51,0,0
692,249,51,0,0
693,249,51,0,0
694,249,51,0,0
695,247,53,0,0
696,247,53,0,0
697,247,53,0,0
698,247,53,0,0
699,247,53,0,0
700,247,53,0,0
701,246,54,0,0
702,246,54,0,0
703,246,54,0,0
704,246,54,0,0
705,245,55,0,0
706,245,55,0,0
707,245,55,0,0
708,244,56,0,0
709,243,57,0,0
710,243,57,0,0
711,242,58,0,0
712,242,58,0,0
713,242,58,0,0
714,242,58,0,0
715,241,59,0,0
716,241,59,0,0
717,241,59,0,0
718,241,59,0,0
719,241,59,0,0
720,241,59,0,0
721,241,59,0,0
722,241,59,0,0
723,240,60,0,0
724,240,60,0,0
725,239,61,0,0
726,239,61,0,0
727,239,61,0,0
728,238,62,0,0
729,238,62,0,0
730,238,62,0,0
731,238,62,0,0
732,236,64,0,0
733,236,64,0,0
734,236,64,0,0
735,236,64,0,0
736,236,64,0,0
737,236,64,0,0
738,236,64,0,0
739,236,64,0,0
740,235,65,0,0
741,234,66,0,0
742,234,66,0,0
743,234,66,0,0
744,234,66,0,0
745,234,66,0,0
746,234,66,0,0
747,234,66,0,0
748,233,67,0,0
749,232,68,0,0
750,232,68,0,0
751,232,68,0,0
752,232,68,0,0
753,230,70,0,0
754,230,70,0,0
755,230,70,0,0
756,230,70,0,0
757,230,70,0,0
758,229,71,0,0
759,229,71,0,0
760,229,71,0,0
761,229,71,0,0
762,229,71,0,0
763,229,71,0,0
764,229,71,0,0
765,228,72,0,0
766,228,72,0,0
767,228,72,0,0
768,228,72,0,0
769,228,72,0,0
770,228,72,0,0
771,227,73,0,0
772,227,73,0,0
773,227,73,0,0
774,225,75,0,0
775,225,75,0,0
776,225,75,0,0
777,225,75,0,0
778,225,75,0,0
779,225,75,0,0
780,225,75,0,0
781,225,75,0,0
782,225,75,0,0
783,224,76,0,0
784,223,77,0,0
785,223,77,0,0
786,223,77,0,0
787,222,78,0,0
788,222,78,0,0
789,222,78,0,0
790,222,78,0,0
791,222,78,0,0
792,221,79,0,0
793,221,79,0,0
794,220,80,0,0
795,220,80,0,0
796,220,80,0,0
797,220,80,0,0
798,220,80,0,0
799,220,80,0,0
800,220,80,0,0
801,220,80,0,0
802,220,80,0,0
803,220,80,0,0
804,220,80,0,0
805,220,80,0,0
806,220,80,0,0
807,220,80,0,0
808,220,80,0,0
809,219,81,0,0
810,219,81,0,0
811,219,81,0,0
812,219,81,0,0
813,219,81,0,0
814,219,81,0,0
815,219,81,0,0
816,219,81,0,0
817,217,83,0,0
818,217,83,0,0
819,217,83,0,0
820,217,83,0,0
821,217,83,0,0
822,216,84,0,0
823,215,85,0,0
824,215,85,0,0
825,215,85,0,0
826,215,85,0,0
827,214,86,0,0
828,214,86,0,0
829,214,86,0,0
830,214,86,0,0
831,214,86,0,0
832,214,86,0,0
833,214,86,0,0
834,214,86,0,0
835,214,86,0,0
836,214,86,0,0
837,214,86,0,0
838,214,86,0,0
839,214,86,0,0
840,213,87,0,0
841,213,87,0,0
842,213,87,0,0
843,213,87,0,0
844,213,87,0,0
845,212,88,0,0
846,212,88,0,0
847,212,88,0,0
848,212,88,0,0
849,212,88,0,0
850,212,88,0,0
851,211,89,0,0
852,211,89,0,0
853,211,89,0,0
854,211,89,0,0
855,210,90,0,0
856,210,90,0,0
857,210,90,0,0
858,209,91,0,0
859,207,93,0,0
860,207,93,0,0
861,207,93,0,0
862,207,93,0,0
863,207,93,0,0
864,207,93,0,0
865,207,93,0,0
866,207,93,0,0
867,207,93,0,0
868,206,94,0,0
869,206,94,0,0
870,206,94,0,0
871,205,95,0,0
872,205,95,0,0
873,205,95,0,0
874,205,95,0,0
875,205,95,0,0
876,205,95,0,0
877,205,95,0,0
878,205,95,0,0
879,205,95,0,0
880,205,95,0,0
881,205,95,0,0
882,205,95,0,0
883,205,95,0,0
884,204,96,0,0
885,204,96,0,0
886,204,96,0,0
887,204,96,0,0
888,204,96,0,0
889,203,97,0,0
890,203,97,0,0
891,203,97,0,0
892,202,98,0,0
893,202,98,0,0
894,201,99,0,0
895,201,99,0,0
896,201,99,0,0
897,201,99,0,0
898,201,99,0,0
899,201,99,0,0
900,200,100,0,0
901,199,101,0,0
902,199,101,0,0
903,199,101,0,0
904,199,101,0,0
905,199,101,0,0
906,199,101,0,0
907,199,101,0,0
908,199,101,0,0
909,199,101,0,0
910,199,101,0,0
911,199,101,0,0
912,199,101,0,0
913,199,101,0,0
914,199,101,0,0
915,199,101,0,0
916,199,101,0,0
917,197,103,0,0
918,197,103,0,0
919,197,103,0,0
920,195,105,0,0
921,195,105,0,0
922,195,105,0,0
923,195,105,0,0
924,194,106,0,0
925,194,106,0,0
926,194,106,0,0
927,194,106,0,0
928,193,107,0,0
929,192,108,0,0
930,192,108,0,0
931,191,109,0,0
932,191,109,0,0
933,189,111,0,0
934,189,111,0,0
935,189,111,0,0
936,187,113,0,0
937,187,113,0,0
938,187,113,0,0
939,187,113,0,0
940,186,114,0,0
941,186,114,0,0
942,186,114,0,0
943,186,114,0,0
944,185,115,0,0
945,185,115,0,0
946,185,115,0,0
947,184,116,0,0
948,184,116,0,0
949,184,116,0,0
950,184,116,0,0
951,184,116,0,0
952,184,116,0,0
953,183,117,0,0
954,183,117,0,0
955,183,117,0,0
956,183,117,0,0
957,183,117,0,0
958,183,117,0,0
959,182,118,0,0
960,182,118,0,0
961,181,119,0,0
962,181,119,0,0
963,180,120,0,0
964,180,120,0,0
965,179,121,0,0
966,179,121,0,0
967,179,121,0,0
968,179,121,0,0
969,179,121,0,0
970,179,121,0,0
971,178,122,0,0
972,177,123,0,0
973,177,123,0,0
974,176,124,0,0
975,176,124,0,0
976,176,124,0,0
977,176,124,0,0
978,176,124,0,0
979,176,124,0,0
980,176,124,0,0
981,176,124,0,0
982,176,124,0,0
983,176,124,0,0
984,176,124,0,0
985,176,124,0,0
986,175,125,0,0
987,175,125,0,0
988,175,125,0,0
989,175,125,0,0
990,175,125,0,0
991,175,125,0,0
992,174,126,0,0
993,174,126,0,0
994,174,126,0,0
995,174,126,0,0
996,174,126,0,0
997,174,126,0,0
998,174,126,0,0
999,174,126,0,0
1000,173,127,0,0
1001,171,129,0,0
1002,171,129,0,0
1003,171,129,0,0
1004,171,129,0,0
1005,170,130,0,0
1006,170,130,0,0
1007,170,130,0,0
1008,170,130,0,0
1009,168,132,0,0
1010,168,132,0,0
1011,167,133,0,0
1012,166,134,0,0
1013,166,134,0,0
1014,166,134,0,0
1015,166,134,0,0
1016,166,134,0,0
1017,165,135,0,0
1018,163,137,0,0
1019,162,138,0,0
1020,161,139,0,0
1021,160,140,0,0
1022,160,140,0,0
1023,160,140,0,0
1024,160,140,0,0
1025,160,140,0,0
1026,160,140,0,0
1027,158,142,0,0
1028,156,144,0,0
1029,155,145,0,0
1030,155,145,0,0
1031,155,145,0,0
1032,155,145,0,0
1033,155,145,0,0
1034,155,145,0,0
1035,155,145,0,0
1036,155,145,0,0
1037,155,145,0,0
1038,155,145,0,0
1039,155,145,0,0
1040,155,145,0,0
1041,155,145,0,0
1042,154,146,0,0
1043,154,146,0,0
1044,154,146,0,0
1045,153,147,0,0
1046,153,147,0,0
1047,153,147,0,0
1048,153,147,0,0
1049,153,147,0,0
1050,153,147,0,0
1051,153,147,0,0
1052,152,148,0,0
1053,152,148,0,0
1054,152,148,0,0
1055,151,149,0,0
1056,151,149,0,0
1057,151,149,0,0
1058,151,149,0,0
1059,150,150,0,0
1060,150,150,0,0
1061,150,150,0,0
1062,150,150,0,0
1063,150,150,0,0
1064,150,150,0,0
1065,150,150,0,0
1066,150,150,0,0
1067,150,150,0,0
1068,150,150,0,0
1069,150,150,0,0
1070,148,152,0,0
1071,147,153,0,0
1072,147,153,0,0
1073,147,153,0,0
1074,147,153,0,0
1075,147,153,0,0
1076,147,153,0,0
1077,147,153,0,0
1078,147,153,0,0
1079,147,153,0,0
1080,147,153,0,0
1081,146,154,0,0
1082,146,154,0,0
1083,146,154,0,0
1084,145,155,0,0
1085,144,156,0,0
1086,144,156,0,0
1087,144,156,0,0
1088,144,156,0,0
1089,144,156,0,0
1090,144,156,0,0
1091,144,156,0,0
1092,144,156,0,0
1093,142,158,0,0
1094,141,159,0,0
1095,141,159,0,0
1096,141,159,0,0
1097,141,159,0,0
1098,140,160,0,0
1099,140,160,0,0
1100,140,160,0,0
1101,140,160,0,0
1102,140,160,0,0
1103,139,161,0,0
1104,139,161,0,0
1105,139,161,0,0
1106,139,161,0,0
1107,138,162,0,0
1108,138,162,0,0
1109,137,163,0,0
1110,137,163,0,0
1111,137,163,0,0
1112,137,163,0,0
1113,137,163,0,0
1114,136,164,0,0
1115,134,166,0,0
1116,134,166,0,0
1117,134,166,0,0
1118,133,167,0,0
1119,133,167,0,0
1120,132,168,0,0
1121,132,168,0,0
1122,132,168,0,0
1123,132,168,0,0
1124,132,168,0,0
1125,132,168,0,0
1126,132,168,0,0
1127,132,168,0,0
1128,131,169,0,0
1129,131,169,0,0
1130,131,169,0,0
1131,131,169,0,0
1132,131,169,0,0
1133,131,169,0,0
1134,130,170,0,0
1135,130,170,0,0
1136,130,170,0,0
1137,129,171,0,0
1138,129,171,0,0
1139,129,171,0,0
1140,129,171,0,0
1141,129,171,0,0
1142,128,172,0,0
1143,127,173,0,0
1144,127,173,0,0
1145,127,173,0,0
1146,127,173,0,0
1147,126,174,0,0
1148,126,174,0,0
1149,125,175,0,0
1150,124,176,0,0
1151,124,176,0,0
1152,124,176,0,0
1153,124,176,0,0
1154,124,176,0,0
1155,124,176,0,0
1156,124,176,0,0
1157,124,176,0,0
1158,124,176,0,0
1159,123,177,0,0
1160,122,178,0,0
1161,122,178,0,0
1162,122,178,0,0
1163,122,178,0,0
1164,122,178,0,0
1165,122,178,0,0
1166,121,179,0,0
1167,120,180,0,0
1168,120,180,0,0
1169,120,180,0,0
1170,120,180,0,0
1171,120,180,0,0
1172,120,180,0,0
1173,120,180,0,0
1174,119,181,0,0
1175,118,182,0,0
1176,118,182,0,0
1177,118,182,0,0
1178,118,182,0,0
1179,118,182,0,0
1180,118,182,0,0
1181,118,182,0,0
1182,117,183,0,0
1183,117,183,0,0
1184,117,183,0,0
1185,117,183,0,0
1186,117,183,0,0
1187,117,183,0,0
1188,116,184,0,0
1189,116,184,0,0
1190,116,184,0,0
1191,116,184,0,0
1192,115,185,0,0
1193,115,185,0,0
1194,115,185,0,0
1195,115,185,0,0
1196,115,185,0,0
1197,115,185,0,0
1198,115,185,0,0
1199,114,186,0,0
1200,114,186,0,0
1201,114,186,0,0
1202,114,186,0,0
1203,114,186,0,0
1204,114,186,0,0
1205,114,186,0,0
1206,114,186,0,0
1207,114,186,0,0
1208,114,186,0,0
1209,114,186,0,0
1210,114,186,0,0
1211,114,186,0,0
1212,114,186,0,0
1213,114,186,0,0
1214,114,186,0,0
1215,114,186,0,0
1216,114,186,0,0
1217,114,186,0,0
1218,114,186,0,0
1219,114,186,0,0
1220,114,186,0,0
1221,114,186,0,0
1222,114,186,0,0
1223,114,186,0,0
1224,114,186,0,0
1225,114,186,0,0
1226,114,186,0,0
1227,114,186,0,0
1228,114,186,0,0
1229,114,186,0,0
1230,114,186,0,0
1231,114,186,0,0
1232,114,186,0,0
1233,114,186,0,0
1234,114,186,0,0
1235,113,187,0,0
1236,113,187,0,0
1237,112,188,0,0
1238,111,189,0,0
1239,111,189,0,0
1240,111,189,0,0
1241,111,189,0,0
1242,111,189,0,0
1243,111,189,0,0
1244,111,189,0,0
1245,111,189,0,0
1246,111,189,0,0
1247,111,189,0,0
1248,111,189,0,0
1249,111,189,0,0
1250,111,189,0,0
1251,111,189,0,0
1252,111,189,0,0
1253,111,189,0,0
1254,110,190,0,0
1255,110,190,0,0
1256,110,190,0,0
1257,110,190,0,0
1258,110,190,0,0
1259,110,190,0,0
1260,110,190,0,0
1261,110,190,0,0
1262,109,191,0,0
1263,109,191,0,0
1264,109,191,0,0
1265,109,191,0,0
1266,109,191,0,0
1267,109,191,0,0
1268,109,191,0,0
1269,109,191,0,0
1270,109,191,0,0
1271,109,191,0,0
1272,109,191,0,0
1273,109,191,0,0
1274,108,192,0,0
1275,108,192,0,0
1276,108,192,0,0
1277,108,192,0,0
1278,107,193,0,0
1279,107,193,0,0
1280,107,193,0,0
1281,107,193,0,0
1282,106,194,0,0
1283,106,194,0,0
1284,106,194,0,0
1285,106,194,0,0
1286,106,194,0,0
1287,105,195,0,0
1288,105,195,0,0
1289,105,195,0,0
1290,104,196,0,0
1291,104,196,0,0
1292,104,196,0,0
1293,104,196,0,0
1294,104,196,0,0
1295,104,196,0,0
1296,104,196,0,0
1297,104,196,0,0
1298,104,196,0,0
1299,104,196,0,0
1300,104,196,0,0
1301,104,196,0,0
1302,104,196,0,0
1303,104,196,0,0
1304,104,196,0,0
1305,104,196,0,0
1306,104,196,0,0
1307,104,196,0,0
1308,104,196,0,0
1309,104,196,0,0
1310,104,196,0,0
1311,104,196,0,0
1312,104,196,0,0
1313,104,196,0,0
1314,104,196,0,0
1315,104,196,0,0
1316,103,197,0,0
1317,103,197,0,0
1318,103,197,0,0
1319,101,199,0,0
1320,101,199,0,0
1321,101,199,0,0
1322,101,199,0,0
1323,101,199,0,0
1324,101,199,0,0
1325,101,199,0,0
1326,101,199,0,0
1327,101,199,0,0
1328,101,199,0,0
1329,99,201,0,0
1330,98,202,0,0
1331,98,202,0,0
1332,98,202,0,0
1333,98,202,0,0
1334,97,203,0,0
1335,97,203,0,0
1336,97,203,0,0
1337,97,203,0,0
1338,97,203,0,0
1339,97,203,0,0
1340,97,203,0,0
1341,96,204,0,0
1342,96,204,0,0
1343,96,204,0,0
1344,96,204,0,0
1345,95,205,0,0
1346,94,206,0,0
1347,94,206,0,0
1348,94,206,0,0
1349,94,206,0,0
1350,94,206,0,0
1351,94,206,0,0
1352,94,206,0,0
1353,94,206,0,0
1354,94,206,0,0
1355,94,206,0,0
1356,94,206,0,0
1357,94,206,0,0
1358,94,206,0,0
1359,94,206,0,0
1360,94,206,0,0
